GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	OBSERVER ORCID ID	SAMPLING EVENT IDENTIFIER	OBSERVATION TYPE	PROTOCOL NAME	PROTOCOL CODE	PROJECT NAMES	PROJECT IDENTIFIERS	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	CHECKLIST COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1102347639	2022-03-07 02:09:28.129669	31403	species	avibase-AE073221	Gray Wagtail	Motacilla cinerea				1					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18225				Taraka Reservoir	L5279643	H	12.0336432	76.2570906	2017-12-31	08:00:00	obsr532308		S84016048	Traveling	Traveling	P22			120	2.000		4	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS560076411	2025-07-08 01:08:40.974292	30790	species	avibase-C03E353A	Indian Silverbill	Euodice malabarica				2					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18203				Beerwal	L2574329	P	11.9467997	76.4569473	2017-12-25	08:35:00	obsr966025		S41304948	Traveling	Traveling	P22			200	1.000		2	1	G2808388	0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS560071096	2025-07-08 01:08:41.012376	30790	species	avibase-C03E353A	Indian Silverbill	Euodice malabarica				2					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18203				Beerwal	L2574329	P	11.9467997	76.4569473	2017-12-25	08:35:00	obsr358210		S41304515	Traveling	Traveling	P22			200	1.000		2	1	G2808388	0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS558901091	2025-07-08 01:27:37.263701	30790	species	avibase-C03E353A	Indian Silverbill	Euodice malabarica				4					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18203				Nugu Backwaters ನುಗು ಹಿನ್ನೀರು	L4891021	H	11.9465010	76.4448230	2017-12-17	07:00:00	obsr448403		S41213949	Traveling	Traveling	P22			180	5.000		3	1	G2799534	0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS558836691	2025-07-08 01:27:37.199393	30790	species	avibase-C03E353A	Indian Silverbill	Euodice malabarica				4					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18203				Nugu Backwaters ನುಗು ಹಿನ್ನೀರು	L4891021	H	11.9465010	76.4448230	2017-12-17	07:00:00	obsr454855		S41208894	Traveling	Traveling	P22			180	5.000		3	1	G2799534	0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS558853115	2025-07-08 01:27:37.323622	30790	species	avibase-C03E353A	Indian Silverbill	Euodice malabarica				4					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18203				Nugu Backwaters ನುಗು ಹಿನ್ನೀರು	L4891021	H	11.9465010	76.4448230	2017-12-17	07:00:00	obsr550319		S41210071	Traveling	Traveling	P22			180	5.000		3	1	G2799534	0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS560025962	2025-07-08 01:28:56.04821	7708	species	avibase-793E3F20	Spot-billed Pelican	Pelecanus philippensis				6					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18203				Chillahalli, Karnataka, IN (11.938, 76.452)	L6604461	P	11.9383017	76.4523350	2017-12-25	12:54:00	obsr842667		S41300471	Traveling	Traveling	P22			57	4.200		3	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1249268908	2025-07-08 01:25:51.62771	9082	issf	avibase-D6E6ED81	Brown Wood-Owl	Strix leptogrammica	Brown Wood-Owl (Brown)	Strix leptogrammica [indranee Group]		X					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY					Kokkarehundi/Devvada halla (Near Bonthagahalli)	L4050114	H	12.3065540	76.7436730	2018-01-20	16:45:00	obsr422861		S95523990	Traveling	Traveling	P22			180	3.000		2	1		0	0	0		Guided by Dhanish Trogon	heard	
URN:CornellLabOfOrnithology:EBIRD:OBS574182096	2025-07-08 01:26:19.047076	11492	species	avibase-8A613564	Common Flameback	Dinopium javanense				X					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18225				Nagarahole National Park--Kabini ನಾಗರಹೊಳೆ ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನವನ--ಕಬಿನಿ	L4187119	H	11.9448988	76.2369991	2018-01-31	15:00:00	obsr944643		S42484056	Traveling	Traveling	P22			1440	15.000		2	1		0	0	0			In seen one during Nagarhole tiger reserve safari.	
URN:CornellLabOfOrnithology:EBIRD:OBS3331575476	2025-07-10 08:14:24.274434	7945	species	avibase-BAC4CA22	Greater Spotted Eagle	Clanga clanga				1					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18203				Nugu Backwaters ನುಗು ಹಿನ್ನೀರು	L4891021	H	11.9465010	76.4448230	2018-01-21	07:00:00	obsr3068939		S256174708	Traveling	Traveling	P22			140	3.000		1	1		1	0	0			Photographed the bird at Nugu backwaters	
URN:CornellLabOfOrnithology:EBIRD:OBS566241357	2025-07-08 01:08:40.914568	30790	species	avibase-C03E353A	Indian Silverbill	Euodice malabarica				5					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18203				Beerwal	L2574329	P	11.9467997	76.4569473	2018-01-07	08:15:00	obsr454855		S41813348	Traveling	Traveling	P22			210	3.000		3	1	G2857044	0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS566247084	2025-07-08 01:08:40.87577	30790	species	avibase-C03E353A	Indian Silverbill	Euodice malabarica				5					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18203				Beerwal	L2574329	P	11.9467997	76.4569473	2018-01-07	08:15:00	obsr489065		S41813729	Traveling	Traveling	P22			210	3.000		3	1	G2857044	0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS564948793	2025-07-08 01:08:40.941815	30790	species	avibase-C03E353A	Indian Silverbill	Euodice malabarica				5					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18203				Beerwal	L2574329	P	11.9467997	76.4569473	2018-01-07	08:15:00	obsr358210		S41705033	Traveling	Traveling	P22			210	3.000		3	1	G2857044	0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1468067205	2025-07-08 01:26:19.219374	30790	species	avibase-C03E353A	Indian Silverbill	Euodice malabarica				1					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18225				Nagarahole National Park--Kabini ನಾಗರಹೊಳೆ ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನವನ--ಕಬಿನಿ	L4187119	H	11.9448988	76.2369991	2018-01-04	18:06:00	obsr3271269		S113879920	Area	Area	P23			1440		12.1406	1	1	G8607337	0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1029179398	2025-07-08 01:26:19.159458	30790	species	avibase-C03E353A	Indian Silverbill	Euodice malabarica				1					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18225				Nagarahole National Park--Kabini ನಾಗರಹೊಳೆ ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನವನ--ಕಬಿನಿ	L4187119	H	11.9448988	76.2369991	2018-01-04	18:06:00	obsr963318		S77504412	Area	Area	P23			1440		12.1406	1	1	G8607337	0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS570080658	2025-07-08 01:06:56.638802	7943	species	avibase-3A985C9F	Indian Spotted Eagle	Clanga hastata				3					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18221				Kallur Kere ಕಲ್ಲೂರು ಕೆರೆ	L2502879	H	12.1368037	77.0389757	2018-01-21	13:46:00	obsr961511		S42148081	Stationary	Stationary	P21			30			6	0		0	0	0			Found	
URN:CornellLabOfOrnithology:EBIRD:OBS571177251	2025-07-08 01:29:39.289507	30226	species	avibase-2088177F	Loten's Sunbird	Cinnyris lotenius				2					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY					(12.326, 76.698)	L6776585	P	12.3258609	76.6984051	2018-01-26	07:22:00	obsr452970		S42241330	Traveling	Traveling	P22			102	5.000		2	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS570080663	2025-07-08 01:06:56.638802	6074	species	avibase-15CF9352	Marsh Sandpiper	Tringa stagnatilis				10					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18221				Kallur Kere ಕಲ್ಲೂರು ಕೆರೆ	L2502879	H	12.1368037	77.0389757	2018-01-21	13:46:00	obsr961511		S42148081	Stationary	Stationary	P21			30			6	0		0	0	0			Found	
URN:CornellLabOfOrnithology:EBIRD:OBS571501415	2025-07-08 00:58:48.905368	8479	spuh	avibase-7C08B734	Buteo/eagle sp.	Buteo/eagle sp.				1					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18222				Mysore City Bird Atlas 30A, Lingambudhi kere ಲಿಂಗಾಂಬುಧಿ ಕೆರೆ	L1890247	H	12.2689038	76.6118566	2018-01-27	09:50:00	obsr347256		S42267322	Traveling	Traveling	P22			30	1.609		2	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS578507416	2025-07-08 01:26:18.886624	12225	species	avibase-1021FA92	Alexandrine Parakeet	Psittacula eupatria				1					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18225				Nagarahole National Park--Kabini ನಾಗರಹೊಳೆ ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನವನ--ಕಬಿನಿ	L4187119	H	11.9448988	76.2369991	2018-02-16	06:00:00	obsr168984		S42872290	Traveling	Traveling	P22			600	64.374		2	1		0	0	0			Identified by call with Bopanna	
URN:CornellLabOfOrnithology:EBIRD:OBS578507413	2025-07-08 01:26:18.886624	8040	species	avibase-A59A2D4D	Besra	Tachyspiza virgata				1					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18225				Nagarahole National Park--Kabini ನಾಗರಹೊಳೆ ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನವನ--ಕಬಿನಿ	L4187119	H	11.9448988	76.2369991	2018-02-16	06:00:00	obsr168984		S42872290	Traveling	Traveling	P22			600	64.374		2	1		0	0	0			Identified visually with Bopanna	
URN:CornellLabOfOrnithology:EBIRD:OBS587513795	2025-07-08 01:26:18.821175	29348	species	avibase-612B5C24	Black Redstart	Phoenicurus ochruros				1					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18225				Nagarahole National Park--Kabini ನಾಗರಹೊಳೆ ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನವನ--ಕಬಿನಿ	L4187119	H	11.9448988	76.2369991	2018-02-25	15:00:00	obsr900845		S43619792	Stationary	Stationary	P21			150			2	1		0	0	0			It's has beautiful	
URN:CornellLabOfOrnithology:EBIRD:OBS578507412	2025-07-08 01:26:18.886624	7945	species	avibase-BAC4CA22	Greater Spotted Eagle	Clanga clanga				1					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18225				Nagarahole National Park--Kabini ನಾಗರಹೊಳೆ ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನವನ--ಕಬಿನಿ	L4187119	H	11.9448988	76.2369991	2018-02-16	06:00:00	obsr168984		S42872290	Traveling	Traveling	P22			600	64.374		2	1		0	0	0			Identified visually with Bopanna	
URN:CornellLabOfOrnithology:EBIRD:OBS576881022	2025-07-08 01:26:18.972953	7945	species	avibase-BAC4CA22	Greater Spotted Eagle	Clanga clanga				1					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18225				Nagarahole National Park--Kabini ನಾಗರಹೊಳೆ ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನವನ--ಕಬಿನಿ	L4187119	H	11.9448988	76.2369991	2018-02-10	15:30:00	obsr689777		S42696091	Traveling	Traveling	P22			180	32.187		1	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS680589235	2025-07-08 01:24:38.901717	31583	species	avibase-25F7AF65	Olive-backed Pipit	Anthus hodgsoni				2					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY					Hulimavina Gudda	L3847615	P	12.1000000	76.7000000	2018-02-03	06:30:00	obsr667475		S50248645	Traveling	Traveling	P22			180	3.000		2	1	G3612557	0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS573753660	2025-07-08 01:24:38.856097	31583	species	avibase-25F7AF65	Olive-backed Pipit	Anthus hodgsoni				2					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY					Hulimavina Gudda	L3847615	P	12.1000000	76.7000000	2018-02-03	06:30:00	obsr360080		S42450621	Traveling	Traveling	P22			180	3.000		2	1	G3612557	0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS591187290	2025-07-08 01:09:29.901705	19418	species	avibase-CC216A71	Black-naped Oriole	Oriolus chinensis				1					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY					Mysore City Bird Atlas 18B, Manasagangothri,Physics Dept. Mysore University	L2596673	H	12.3094697	76.6206533	2018-03-24	06:30:00	obsr114873		S43911458	Traveling	Traveling	P22			105	2.414		2	1	G3035693	0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS591096411	2025-07-08 01:09:29.868415	19418	species	avibase-CC216A71	Black-naped Oriole	Oriolus chinensis				1					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY					Mysore City Bird Atlas 18B, Manasagangothri,Physics Dept. Mysore University	L2596673	H	12.3094697	76.6206533	2018-03-24	06:30:00	obsr360080		S43904522	Traveling	Traveling	P22			105	2.414		2	1	G3035693	0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1177491994	2025-07-08 00:53:10.190269	21970	issf	avibase-99CF4A04	Asian Tit	Parus cinereus	Asian Tit (Cinereous)	Parus cinereus [cinereus Group]		5					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18225				Nagarhole Tiger Reserve	L15281364	P	11.9644995	76.2207575	2018-03-02	07:00:00	obsr667690		S89774157	Traveling	Traveling	P22			145	25.000		2	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1177485710	2025-07-08 00:53:10.190269	9501	species	avibase-FA2F9125	Eurasian Hoopoe	Upupa epops				10					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18225				Nagarhole Tiger Reserve	L15281364	P	11.9644995	76.2207575	2018-03-02	07:00:00	obsr667690		S89774157	Traveling	Traveling	P22			145	25.000		2	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS601893523	2025-07-08 01:13:17.605426	19418	species	avibase-CC216A71	Black-naped Oriole	Oriolus chinensis				1					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY					Rajeev Nagar 1st Stage	L2721165	P	12.3383668	76.6849780	2018-04-19	06:29:00	obsr388821		S44708859	Incidental	Incidental	P20						1	0		0	0	0			The bird rested for some minutes at the park, calling, before it flew to the northwest.	
URN:CornellLabOfOrnithology:EBIRD:OBS632815487	2025-07-08 01:30:20.215806	31537	species	avibase-250CDA58	Tawny Pipit	Anthus campestris				1					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY					Chikka Kavalande	L7598521	P	12.0469635	76.7805653	2018-04-03	07:15:00	obsr522548		S46675284	Traveling	Traveling	P22			120	0.500		2	1	G3294691	0	0	0			Seen clearly	
URN:CornellLabOfOrnithology:EBIRD:OBS632821013	2025-07-08 01:30:20.179608	31537	species	avibase-250CDA58	Tawny Pipit	Anthus campestris				1					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY					Chikka Kavalande	L7598521	P	12.0469635	76.7805653	2018-04-03	07:15:00	obsr391659		S46675677	Traveling	Traveling	P22			120	0.500		2	1	G3294691	0	0	0			Seen clearly	
URN:CornellLabOfOrnithology:EBIRD:OBS618709987	2025-07-08 01:26:18.625002	7412	species	avibase-423DDA5A	Black-headed Ibis	Threskiornis melanocephalus				25					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18225				Nagarahole National Park--Kabini ನಾಗರಹೊಳೆ ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನವನ--ಕಬಿನಿ	L4187119	H	11.9448988	76.2369991	2018-05-16	06:00:00	obsr245224		S45724752	Traveling	Traveling	P22			15	3.219		3	1		0	0	0		15 minute trip before/after safari from Evolve Back Lodge		
URN:CornellLabOfOrnithology:EBIRD:OBS618712335	2025-07-08 01:26:18.655022	7437	species	avibase-A0A584C1	Eurasian Spoonbill	Platalea leucorodia				25					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18225				Nagarahole National Park--Kabini ನಾಗರಹೊಳೆ ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನವನ--ಕಬಿನಿ	L4187119	H	11.9448988	76.2369991	2018-05-15	15:00:00	obsr245224		S45724941	Traveling	Traveling	P22			15	3.219		3	1		0	0	0		travel between Evolve Back Lodge and safari		
URN:CornellLabOfOrnithology:EBIRD:OBS618712325	2025-07-08 01:26:18.655022	7635	species	avibase-49D9148A	Great Egret	Ardea alba				30					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18225				Nagarahole National Park--Kabini ನಾಗರಹೊಳೆ ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನವನ--ಕಬಿನಿ	L4187119	H	11.9448988	76.2369991	2018-05-15	15:00:00	obsr245224		S45724941	Traveling	Traveling	P22			15	3.219		3	1		0	0	0		travel between Evolve Back Lodge and safari		
URN:CornellLabOfOrnithology:EBIRD:OBS618709988	2025-07-08 01:26:18.625002	7562	species	avibase-F2858F9F	Little Egret	Egretta garzetta				50					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18225				Nagarahole National Park--Kabini ನಾಗರಹೊಳೆ ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನವನ--ಕಬಿನಿ	L4187119	H	11.9448988	76.2369991	2018-05-16	06:00:00	obsr245224		S45724752	Traveling	Traveling	P22			15	3.219		3	1		0	0	0		15 minute trip before/after safari from Evolve Back Lodge		
URN:CornellLabOfOrnithology:EBIRD:OBS620307697	2025-07-08 01:27:58.041946	30226	species	avibase-2088177F	Loten's Sunbird	Cinnyris lotenius				1					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY					Orange County, Kabini	L5117411	H	11.9258060	76.2658346	2018-05-18	06:45:00	obsr245224		S45820228	Incidental	Incidental	P20						2	0		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS618712332	2025-07-08 01:26:18.655022	6646	species	avibase-7AB4E42B	Whiskered Tern	Chlidonias hybrida				5					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18225				Nagarahole National Park--Kabini ನಾಗರಹೊಳೆ ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನವನ--ಕಬಿನಿ	L4187119	H	11.9448988	76.2369991	2018-05-15	15:00:00	obsr245224		S45724941	Traveling	Traveling	P22			15	3.219		3	1		0	0	0		travel between Evolve Back Lodge and safari		
URN:CornellLabOfOrnithology:EBIRD:OBS619331755	2025-07-08 01:26:18.551911	6646	species	avibase-7AB4E42B	Whiskered Tern	Chlidonias hybrida				2					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18225				Nagarahole National Park--Kabini ನಾಗರಹೊಳೆ ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನವನ--ಕಬಿನಿ	L4187119	H	11.9448988	76.2369991	2018-05-17	15:30:00	obsr245224		S45761492	Traveling	Traveling	P22			189	8.047		3	1		0	0	0		Kabini safari boat		
URN:CornellLabOfOrnithology:EBIRD:OBS618709990	2025-07-08 01:26:18.625002	6646	species	avibase-7AB4E42B	Whiskered Tern	Chlidonias hybrida				2					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18225				Nagarahole National Park--Kabini ನಾಗರಹೊಳೆ ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನವನ--ಕಬಿನಿ	L4187119	H	11.9448988	76.2369991	2018-05-16	06:00:00	obsr245224		S45724752	Traveling	Traveling	P22			15	3.219		3	1		0	0	0		15 minute trip before/after safari from Evolve Back Lodge		
URN:CornellLabOfOrnithology:EBIRD:OBS629919729	2025-07-08 01:26:18.473606	22252	species	avibase-A9DA95E4	Indian Bushlark	Plocealauda erythroptera				1					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18225				Nagarahole National Park--Kabini ನಾಗರಹೊಳೆ ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನವನ--ಕಬಿನಿ	L4187119	H	11.9448988	76.2369991	2018-06-10	06:20:00	obsr930335		S46461891	Traveling	Traveling	P22			180	34.000		10	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS672369093	2025-07-08 01:01:51.030862	7917	issf	avibase-04E62BED	Changeable Hawk-Eagle	Nisaetus cirrhatus	Changeable Hawk-Eagle (Crested)	Nisaetus cirrhatus cirrhatus/ceylanensis		1					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY					Indraprastha ಇಂದ್ರಪ್ರಸ್ಥ	L1933806	H	12.2187301	76.6262054	2018-06-15	06:30:00	obsr360155		S49608184	Traveling	Traveling	P22			135	2.000		8	1	G3555829	0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS672283370	2025-07-08 01:01:51.065753	7917	issf	avibase-04E62BED	Changeable Hawk-Eagle	Nisaetus cirrhatus	Changeable Hawk-Eagle (Crested)	Nisaetus cirrhatus cirrhatus/ceylanensis		1					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY					Indraprastha ಇಂದ್ರಪ್ರಸ್ಥ	L1933806	H	12.2187301	76.6262054	2018-06-15	06:30:00	obsr462641		S49601482	Traveling	Traveling	P22			135	2.000		8	1	G3555829	0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS635669080	2025-07-08 01:09:07.044555	7917	issf	avibase-04E62BED	Changeable Hawk-Eagle	Nisaetus cirrhatus	Changeable Hawk-Eagle (Crested)	Nisaetus cirrhatus cirrhatus/ceylanensis		1					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY					Hadinaru Kere ಹದಿನಾರು ಕೆರೆ	L2575310	H	12.1711678	76.7539644	2018-06-30	07:30:00	obsr360080		S46887191	Traveling	Traveling	P22			120	4.000		4	1		0	0	0		Tank is almost full; paddy-field harvesting is complete.	on approach road from Nanjanagudu side before Himmavu turn	
URN:CornellLabOfOrnithology:EBIRD:OBS1996297848	2025-07-08 01:25:54.944905	7952	species	avibase-4B8CC285	Booted Eagle	Hieraaetus pennatus				1					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY					Jodi Aaladamara kere   ಜೋಡಿ ಆಲದಮರ ಕೆರೆ	L4094153	H	12.1255467	76.4291811	2018-07-30	10:00:00	obsr2715866		S165860411	Historical	Historical	P62			105				0		0	0	0			.	
URN:CornellLabOfOrnithology:EBIRD:OBS1996297856	2025-07-08 01:25:54.944905	21374	issf	avibase-7357197F	Large-billed Crow	Corvus macrorhynchos	Large-billed Crow (Indian Jungle)	Corvus macrorhynchos culminatus		X					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY					Jodi Aaladamara kere   ಜೋಡಿ ಆಲದಮರ ಕೆರೆ	L4094153	H	12.1255467	76.4291811	2018-07-30	10:00:00	obsr2715866		S165860411	Historical	Historical	P62			105				0		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1996277299	2025-07-08 01:28:02.327587	18520	species	avibase-F6D6E5DB	Indian Cuckooshrike	Coracina macei				2					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY					Kabini River lodge	L5166005	H	11.9391339	76.2703809	2018-07-30	12:10:00	obsr2715866		S165859617	Historical	Historical	P62			200				0		0	0	0			.	
URN:CornellLabOfOrnithology:EBIRD:OBS1996277304	2025-07-08 01:28:02.327587	2034	species	avibase-B2D6AB06	Laughing Dove	Spilopelia senegalensis				X					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY					Kabini River lodge	L5166005	H	11.9391339	76.2703809	2018-07-30	12:10:00	obsr2715866		S165859617	Historical	Historical	P62			200				0		0	0	0			.	
URN:CornellLabOfOrnithology:EBIRD:OBS661871255	2025-06-17 20:53:33.500121	8282	species	avibase-B7B03CB8	Lesser Fish-Eagle	Icthyophaga humilis				1					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18225				Nagarahole National Park--Kabini ನಾಗರಹೊಳೆ ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನವನ--ಕಬಿನಿ	L4187119	H	11.9448988	76.2369991	2018-07-25	15:45:00	obsr552468		S47439888	Traveling	Traveling	P22			170	34.410		1	1		0	0	0			Flew overhead while I was scanning the banks and perched really far off. This is the only useful shot I could manage.	
URN:CornellLabOfOrnithology:EBIRD:OBS1996236333	2025-07-08 01:18:02.648566	1985	species	avibase-6658BAC5	Oriental Turtle-Dove	Streptopelia orientalis				X					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18225				Nagarahole NP	L30061170	P	11.9875694	76.2136896	2018-07-30	15:45:00	obsr2715866		S165857185	Historical	Historical	P62			165				0		0	0	0			.	
URN:CornellLabOfOrnithology:EBIRD:OBS651409717	2025-07-08 01:08:40.851669	30790	species	avibase-C03E353A	Indian Silverbill	Euodice malabarica				2					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18203				Beerwal	L2574329	P	11.9467997	76.4569473	2018-08-26	08:38:00	obsr966025		S48078026	Traveling	Traveling	P22			44	0.420		2	1	G3419823	0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS651376915	2025-07-08 01:08:40.817471	30790	species	avibase-C03E353A	Indian Silverbill	Euodice malabarica				2					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY	BIRDLIFE_18203				Beerwal	L2574329	P	11.9467997	76.4569473	2018-08-26	08:38:00	obsr358210		S48076227	Traveling	Traveling	P22			44	0.420		2	1	G3419823	0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS657706068	2024-10-28 13:12:14.230492	22262	issf	avibase-6B089785	Singing Bushlark	Mirafra javanica	Singing Bushlark (Singing)	Mirafra javanica [cantillans Group]		2					India	IN	Karnataka	IN-KA	Mysuru	IN-KA-MY					Hulimavu Gudda  ಹುಳಿಮಾವು ಗುಡ್ಡ	L2476104	H	12.1645999	76.7341081	2018-09-16	07:29:00	obsr645317		S48546745	Traveling	Traveling	P22			167	4.520		3	1	G3460113	0	0	0			Clearly saw white on the outer tail feathers. Longish tail similar to Indian Bushlark. Small crest also visible	
